"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f14', 20, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 40000]",22.14,-8379.493498262535
"['f14', 30, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 40000]",32.86,-12568.834734927079
"['f14', 50, -500, 500, 25, 8, 10, 400, 5, 2.05, 2.05, 60000]",79.62,-20948.237490422864
