"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, function evaluation]",total_time,gBest_fitness
"['f14', 20, -500, 500, 100, 400, 40000]",17.25,-8377.175468982441
"['f14', 30, -500, 500, 100, 400, 40000]",26.07,-12568.116222030905
"['f14', 30, -500, 500, 100, 400, 40000]",51.79,-12566.88533502896
"['f14', 30, -500, 500, 100, 400, 40000]",81.73,-12569.340871427303
"['f14', 50, -500, 500, 150, 400, 60000]",67.72,-20949.12878784694
"['f14', 100, -500, 500, 200, 500, 100000]",91.8,-41897.03422273208
