"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f1', 20, -100, 100, 20, 10, 10, 300, 5, 2.05, 2.05, 40000]",9.98,3.4446952398060743e-109
"['f1', 30, -100, 100, 20, 10, 10, 300, 5, 2.05, 2.05, 40000]",11.16,1.3206166581027356e-118
"['f1', 50, -1, 1, 25, 8, 10, 400, 5, 2.05, 2.05, 60000]",17.39,0.0
"['f1', 50, -100, 100, 25, 8, 10, 400, 5, 2.05, 2.05, 60000]",20.38,1.614803567463763e-131
"['f1', 100, -100, 100, 25, 10, 20, 600, 5, 2.05, 2.05, 100000]",46.4,1.1080278674359607e-153
