"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f23', 20, -10, 10, 20, 10, 10, 300, 5, 2.05, 2.05, 40000]",16.57,-78.3314790849803
"['f23', 30, -10, 10, 20, 10, 10, 300, 5, 2.05, 2.05, 40000]",14.75,-78.32985469167538
"['f23', 30, -5, 5, 20, 10, 10, 300, 5, 2.05, 2.05, 40000]",10.96,-78.33206724928401
"['f23', 50, -5, 5, 25, 8, 10, 400, 5, 2.05, 2.05, 60000]",56.84,-78.33209264243281
"['f23', 100, -5, 5, 25, 10, 20, 600, 5, 2.05, 2.05, 100000]",58.78,-78.33174165471607
