"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, function evaluation]",gBest_fitness,total_time
"['f8', 20, -100, 100, 100, 400, 40000]",2.442827364129618e-33,9.119384643999998
"['f8', 20, -100, 100, 100, 400, 40000]",1.263777390057527e-37,8.760990446999998
"['f8', 20, -100, 100, 100, 400, 40000]",5.85726817364984e-44,9.212351437999999
"['f8', 20, -100, 100, 100, 400, 40000]",4.6025593200209055e-45,9.545024317999996
"['f8', 20, -100, 100, 100, 400, 40000]",3.4556619676484904e-40,8.768866444000004
"['f8', 20, -100, 100, 100, 400, 40000]",7.368299471816784e-39,8.763098706000001
"['f8', 20, -100, 100, 100, 400, 40000]",1.2015364346317768e-33,8.552627858999998
"['f8', 20, -100, 100, 100, 400, 40000]",3.977490663566824e-36,8.663625654
"['f8', 20, -100, 100, 100, 400, 40000]",2.4171698419741662e-39,9.148239191000002
"['f8', 20, -100, 100, 100, 400, 40000]",2.967526156910781e-40,12.509008503000004
"['f8', 20, -100, 100, 100, 400, 40000]",8.239474395992706e-38,9.081991160000001
"['f8', 20, -100, 100, 100, 400, 40000]",6.674300549578151e-42,8.193226886000005
"['f8', 20, -100, 100, 100, 400, 40000]",1.4531263470332212e-40,8.379637271000007
"['f8', 20, -100, 100, 100, 400, 40000]",1.298027950369157e-48,10.293302231000013
"['f8', 20, -100, 100, 100, 400, 40000]",6.41414320792813e-39,10.614242759999996
"['f8', 20, -100, 100, 100, 400, 40000]",1.0069526454478366e-40,10.503397054000004
"['f8', 20, -100, 100, 100, 400, 40000]",2.086150994276262e-37,10.773456652999982
"['f8', 20, -100, 100, 100, 400, 40000]",1.340627034691825e-38,10.721100548999999
"['f8', 20, -100, 100, 100, 400, 40000]",2.9807929377652726e-34,9.554110965000007
"['f8', 20, -100, 100, 100, 400, 40000]",4.7910231736047565e-42,9.959515272999994
"['f8', 30, -100, 100, 100, 400, 40000]",8.833193502780551e-42,10.284943375000012
"['f8', 30, -100, 100, 100, 400, 40000]",7.717876443995092e-38,10.629824466999935
"['f8', 30, -100, 100, 100, 400, 40000]",6.85838525617023e-45,9.855547651000052
"['f8', 30, -100, 100, 100, 400, 40000]",6.237360108185321e-45,9.930951375999939
"['f8', 30, -100, 100, 100, 400, 40000]",2.2386603280446414e-51,10.178441549999889
"['f8', 30, -100, 100, 100, 400, 40000]",6.645175525927981e-36,12.470883494999953
"['f8', 30, -100, 100, 100, 400, 40000]",1.4726268328864712e-46,10.353413498999998
"['f8', 30, -100, 100, 100, 400, 40000]",3.432076255849455e-35,10.916064801000175
"['f8', 30, -100, 100, 100, 400, 40000]",1.1901568274968835e-41,12.122549132000131
"['f8', 30, -100, 100, 100, 400, 40000]",3.311375928538181e-32,11.03012817900003
"['f8', 30, -100, 100, 100, 400, 40000]",4.304736527511978e-38,10.47183708700004
"['f8', 30, -100, 100, 100, 400, 40000]",2.029525334103553e-34,10.45342353000001
"['f8', 30, -100, 100, 100, 400, 40000]",4.04251783600794e-37,10.72152602600022
"['f8', 30, -100, 100, 100, 400, 40000]",5.151539381748364e-51,10.937450635000005
"['f8', 30, -100, 100, 100, 400, 40000]",5.561687077340327e-43,10.626780811000117
"['f8', 30, -100, 100, 100, 400, 40000]",1.2924072324506136e-31,10.621085386999994
"['f8', 30, -100, 100, 100, 400, 40000]",9.52684780831791e-43,10.340462566000042
"['f8', 30, -100, 100, 100, 400, 40000]",7.245092929531428e-48,10.390149172999827
"['f8', 30, -100, 100, 100, 400, 40000]",2.9500737328416084e-41,10.548270914999875
"['f8', 30, -100, 100, 100, 400, 40000]",1.8751090743344138e-33,10.89139504700006
"['f8', 50, -100, 100, 150, 400, 60000]",8.225441401388515e-40,19.302120621000086
"['f8', 50, -100, 100, 150, 400, 60000]",3.622664529487236e-36,19.55878048500017
"['f8', 50, -100, 100, 150, 400, 60000]",2.980013539976967e-29,21.142898797999806
"['f8', 50, -100, 100, 150, 400, 60000]",4.4244836940854727e-38,19.3654700889997
"['f8', 50, -100, 100, 150, 400, 60000]",6.734818356843488e-44,19.352110941999854
"['f8', 50, -100, 100, 150, 400, 60000]",1.3276638095064964e-35,19.64258085499978
"['f8', 50, -100, 100, 150, 400, 60000]",2.430012425648788e-47,19.48067507199994
"['f8', 50, -100, 100, 150, 400, 60000]",1.4176302072660323e-36,19.8066639460003
"['f8', 50, -100, 100, 150, 400, 60000]",1.9698965244456126e-41,19.836815450999893
"['f8', 50, -100, 100, 150, 400, 60000]",4.168492866971862e-42,19.11536500300008
"['f8', 50, -100, 100, 150, 400, 60000]",7.898373667562866e-46,18.983069548000003
"['f8', 50, -100, 100, 150, 400, 60000]",9.954959331685413e-53,18.492672878999656
"['f8', 50, -100, 100, 150, 400, 60000]",1.4800372501958072e-50,19.39495632099988
"['f8', 50, -100, 100, 150, 400, 60000]",7.150309386147879e-44,18.779960112000026
"['f8', 50, -100, 100, 150, 400, 60000]",2.415118598882794e-50,19.107676087000073
"['f8', 50, -100, 100, 150, 400, 60000]",1.2444975530624849e-37,19.12596554699985
"['f8', 50, -100, 100, 150, 400, 60000]",4.35493315892132e-34,18.557352896999873
"['f8', 50, -100, 100, 150, 400, 60000]",6.620103968459441e-37,19.338522726000065
"['f8', 50, -100, 100, 150, 400, 60000]",1.156353740692009e-50,18.30036786000028
"['f8', 50, -100, 100, 150, 400, 60000]",6.844027335754928e-44,19.100844655999936
