"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, function evaluation]",total_time,gBest_fitness
"['f25', 20, -1, 1, 100, 400, 40000]",11.06,-1.259381609978943
"['f25', 30, -1, 1, 100, 400, 40000]",13.09,-1.8871377169843178
"['f25', 50, -1, 1, 150, 400, 60000]",36.97,-3.141329748867765
