"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1 ,c2, function evaluation]",total_time,gBest_fitness
"['f7', 20, -1.28, 1.28, 20, 10, 10, 300, 5, 2.05, 2.05, 40000]",7.51,0.5891261417174142
"['f7', 30, -1.28, 1.28, 20, 10, 10, 300, 5, 2.05, 2.05, 40000]",9.87,0.21345971718238033
"['f7', 50, -1.28, 1.28, 25, 8, 10, 400, 5, 2.05, 2.05, 60000]",17.22,0.9267704957502494
