"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, function evaluation]",total_time,gBest_fitness
"['f23', 20, -10, 10, 100, 400, 40000]",12.85,-78.33232786920108
"['f23', 30, -10, 10, 100, 400, 40000]",14.45,-78.33007494980362
"['f23', 30, -5, 5, 100, 400, 40000]",12.05,-78.3323307433535
"['f23', 50, -5, 5, 150, 400, 60000]",25.03,-78.33187506146487
