model,mean,std
GSO1(PSO+PSO),-1.27491e+05,2.61575e+01
GSO3(GSO+WOA),-1.27500e+05,0.00000e+00
GSO4(GSO+OMWOA),-1.27500e+05,0.00000e+00
IGSO(GSO+MWOA),-1.27500e+05,0.00000e+00
MWOA,-1.27500e+05,0.00000e+00
