model,mean,std
GSO1(PSO+PSO),4.77899e+00,1.31122e+00
GSO3(GSO+WOA),4.84207e-121,2.10812e-120
GSO4(GSO+OMWOA),5.18181e-195,0.00000e+00
IGSO(GSO+MWOA),0.00000e+00,0.00000e+00
MWOA,8.49811e-125,2.16598e-124
