model,mean,std
GSO1(PSO+PSO),4.34253e+00,4.76492e+00
GSO3(GSO+WOA),1.42590e-123,6.20533e-123
GSO4(GSO+OMWOA),1.64278e-196,0.00000e+00
IGSO(GSO+MWOA),0.00000e+00,0.00000e+00
MWOA,4.57211e-125,1.93450e-124
