model,mean,std
GSO1(PSO+PSO),6.61701e+00,4.11041e+00
GSO3(GSO+WOA),1.80164e-247,0.00000e+00
GSO4(GSO+OMWOA),0.00000e+00,0.00000e+00
IGSO(GSO+MWOA),0.00000e+00,0.00000e+00
MWOA,6.83965e-247,0.00000e+00
