model,mean,std
GSO1(PSO+PSO),3.47545e+06,2.81538e+06
GSO3(GSO+WOA),3.44714e-29,1.50234e-28
GSO4(GSO+OMWOA),2.21030e-105,8.96331e-105
IGSO(GSO+MWOA),0.00000e+00,0.00000e+00
MWOA,1.49003e-30,6.49478e-30
