model,mean,std
GSO1(PSO+PSO),2.87853e+00,6.96455e-01
GSO3(GSO+WOA),4.04304e-01,2.77210e-01
GSO4(GSO+OMWOA),5.27510e-01,2.47369e-01
IGSO(GSO+MWOA),5.28784e-01,2.89010e-01
MWOA,3.16098e-01,2.14037e-01
