model,mean,std
GSO1(PSO+PSO),4.61215e+00,1.06097e+00
GSO3(GSO+WOA),5.06012e-17,1.67098e-16
GSO4(GSO+OMWOA),5.61915e-58,2.44480e-57
IGSO(GSO+MWOA),5.76315e-301,0.00000e+00
MWOA,2.13121e-17,7.72395e-17
