"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, function evaluation]",total_time,gBest_fitness
"['f17', 20, -60, 60, 100, 400, 40000]",21.28,0.0
"['f17', 30, -60, 60, 100, 400, 40000]",13.89,0.0
"['f17', 50, -60, 60, 150, 400, 60000]",42.06,0.0
