epoch,gBest_fitness
1,0.4999957520115568
2,0.4999957520115568
3,0.49988872981746574
4,0.49988872981746574
5,0.4997309767205219
6,0.4997309767205219
7,0.4997309767205219
8,0.4996066651249382
9,0.4996066651249382
10,0.4996066651249382
11,0.4995137165715148
12,0.4963766842912446
13,0.4963766842912446
14,0.4963766842912446
15,0.4963766842912446
16,0.4963766842912446
17,0.4963766842912446
18,0.4963766842912446
19,0.4963766842912446
20,0.4963766842912446
21,0.4963766842912446
22,0.49584561554158224
23,0.4946908072800998
24,0.4946908072800998
25,0.4946908072800998
26,0.49323385153234006
27,0.4921349714473702
28,0.4921349714473702
29,0.4921349714473702
30,0.4921349714473702
31,0.48810824301950956
32,0.48394054609019616
33,0.48394054609019616
34,0.48394054609019616
35,0.2206815034724548
36,0.2206815034724548
37,0.2206815034724548
38,0.00033974317739510207
39,0.00033974317739510207
40,0.00013690908732760798
41,0.00013690908732760798
42,0.00013690908732760798
43,0.00013690908732760798
44,0.00013690908732760798
45,0.00013690908732760798
46,0.00013690908732760798
47,0.00013690908732760798
48,0.00013690908732760798
49,0.00013690908732760798
50,0.00013690908732760798
51,0.00013690908732760798
52,0.00013690908732760798
53,0.00013690908732760798
54,0.00013690908732760798
55,0.00013690908732760798
56,0.00013690908732760798
57,0.00013690908732760798
58,0.00013690908732760798
59,0.00013690908732760798
60,5.913941770963049e-06
61,5.913941770963049e-06
62,5.913941770963049e-06
63,5.505273461603455e-06
64,5.505273461603455e-06
65,1.632835630038798e-07
66,1.632835630038798e-07
67,1.632835630038798e-07
68,1.632835630038798e-07
69,1.632835630038798e-07
70,1.632835630038798e-07
71,1.632835630038798e-07
72,1.632835630038798e-07
73,1.632835630038798e-07
74,1.632835630038798e-07
75,1.632835630038798e-07
76,1.632835630038798e-07
77,4.256868813001802e-08
78,4.256868813001802e-08
79,1.3338484428082609e-08
80,1.1659877674485841e-08
81,1.1659877674485841e-08
82,1.1659877674485841e-08
83,1.1659877674485841e-08
84,1.1659877674485841e-08
85,1.1659877674485841e-08
86,1.1659877674485841e-08
87,3.2912441105814594e-09
88,3.2912441105814594e-09
89,3.2912441105814594e-09
90,3.2912441105814594e-09
91,3.2912441105814594e-09
92,3.2912441105814594e-09
93,3.2912441105814594e-09
94,3.2912441105814594e-09
95,3.2912441105814594e-09
96,3.2912441105814594e-09
97,3.2912441105814594e-09
98,3.2912441105814594e-09
99,3.283885607885395e-09
100,3.283885607885395e-09
101,3.283885607885395e-09
102,2.2856988524111443e-10
103,2.2856988524111443e-10
104,9.167971937174002e-11
105,9.167971937174002e-11
106,9.167971937174002e-11
107,9.167971937174002e-11
108,9.167971937174002e-11
109,9.167971937174002e-11
110,9.167971937174002e-11
111,9.167971937174002e-11
112,9.167971937174002e-11
113,9.167971937174002e-11
114,9.167971937174002e-11
115,9.167971937174002e-11
116,9.167971937174002e-11
117,9.167971937174002e-11
118,9.167971937174002e-11
119,9.167971937174002e-11
120,9.167971937174002e-11
121,9.167971937174002e-11
122,9.167971937174002e-11
123,9.167971937174002e-11
124,9.167971937174002e-11
125,9.167971937174002e-11
126,9.167971937174002e-11
127,2.8967939158519584e-12
128,2.8967939158519584e-12
129,2.8967939158519584e-12
130,2.8967939158519584e-12
131,2.8967939158519584e-12
132,2.8967939158519584e-12
133,2.8967939158519584e-12
134,2.8967939158519584e-12
135,2.8967939158519584e-12
136,2.8967939158519584e-12
137,2.8967939158519584e-12
138,2.8967939158519584e-12
139,2.8967939158519584e-12
140,2.8967939158519584e-12
141,2.8967939158519584e-12
142,2.8967939158519584e-12
143,2.8967939158519584e-12
144,2.8967939158519584e-12
145,2.8967939158519584e-12
146,2.8967939158519584e-12
147,2.8967939158519584e-12
148,2.8967939158519584e-12
149,2.8967939158519584e-12
150,2.8967939158519584e-12
151,2.8967939158519584e-12
152,2.8967939158519584e-12
153,2.8967939158519584e-12
154,2.8967939158519584e-12
155,2.8967939158519584e-12
156,2.8967939158519584e-12
157,2.8967939158519584e-12
158,2.8967939158519584e-12
159,2.8967939158519584e-12
160,2.8967939158519584e-12
161,2.8967939158519584e-12
162,2.8967939158519584e-12
163,2.8967939158519584e-12
164,2.8967939158519584e-12
165,2.8967939158519584e-12
166,2.8967939158519584e-12
167,2.8967939158519584e-12
168,2.8967939158519584e-12
169,2.8967939158519584e-12
170,2.8967939158519584e-12
171,2.8967939158519584e-12
172,2.8967939158519584e-12
173,2.8967939158519584e-12
174,2.8967939158519584e-12
175,2.8967939158519584e-12
176,2.8967939158519584e-12
177,2.8967939158519584e-12
178,2.8967939158519584e-12
179,2.8967939158519584e-12
180,2.8967939158519584e-12
181,2.8967939158519584e-12
182,2.8967939158519584e-12
183,2.8967939158519584e-12
184,2.8967939158519584e-12
185,2.8967939158519584e-12
186,2.8967939158519584e-12
187,2.8967939158519584e-12
188,2.8967939158519584e-12
189,2.8967939158519584e-12
190,2.8967939158519584e-12
191,2.8967939158519584e-12
192,2.8967939158519584e-12
193,2.8967939158519584e-12
194,2.8967939158519584e-12
195,2.8967939158519584e-12
196,2.8967939158519584e-12
197,2.8967939158519584e-12
198,2.8967939158519584e-12
199,2.8967939158519584e-12
200,2.8967939158519584e-12
201,2.8967939158519584e-12
202,2.8967939158519584e-12
203,2.8967939158519584e-12
204,2.8967939158519584e-12
205,2.8967939158519584e-12
206,2.8967939158519584e-12
207,2.8967939158519584e-12
208,2.8967939158519584e-12
209,4.474198789239381e-13
210,4.474198789239381e-13
211,4.474198789239381e-13
212,4.474198789239381e-13
213,4.474198789239381e-13
214,4.474198789239381e-13
215,4.474198789239381e-13
216,4.474198789239381e-13
217,4.474198789239381e-13
218,4.474198789239381e-13
219,4.474198789239381e-13
220,4.474198789239381e-13
221,4.474198789239381e-13
222,4.474198789239381e-13
223,4.474198789239381e-13
224,4.474198789239381e-13
225,4.474198789239381e-13
226,4.474198789239381e-13
227,4.474198789239381e-13
228,4.474198789239381e-13
229,4.474198789239381e-13
230,4.474198789239381e-13
231,4.474198789239381e-13
232,4.474198789239381e-13
233,4.474198789239381e-13
234,4.474198789239381e-13
235,4.474198789239381e-13
236,4.474198789239381e-13
237,4.474198789239381e-13
238,4.474198789239381e-13
239,4.474198789239381e-13
240,4.474198789239381e-13
241,4.474198789239381e-13
242,4.474198789239381e-13
243,4.474198789239381e-13
244,4.474198789239381e-13
245,4.474198789239381e-13
246,4.474198789239381e-13
247,4.474198789239381e-13
248,4.474198789239381e-13
249,4.474198789239381e-13
250,4.474198789239381e-13
251,4.474198789239381e-13
252,4.474198789239381e-13
253,4.474198789239381e-13
254,4.474198789239381e-13
255,4.474198789239381e-13
256,4.474198789239381e-13
257,4.474198789239381e-13
258,4.474198789239381e-13
259,4.474198789239381e-13
260,4.474198789239381e-13
261,4.474198789239381e-13
262,4.474198789239381e-13
263,4.474198789239381e-13
264,4.474198789239381e-13
265,4.474198789239381e-13
266,4.474198789239381e-13
267,4.474198789239381e-13
268,4.474198789239381e-13
269,4.474198789239381e-13
270,4.474198789239381e-13
271,4.474198789239381e-13
272,4.474198789239381e-13
273,4.474198789239381e-13
274,4.474198789239381e-13
275,4.474198789239381e-13
276,3.9457326295178063e-13
277,6.106226635438361e-14
278,6.106226635438361e-14
279,6.106226635438361e-14
280,6.106226635438361e-14
281,6.106226635438361e-14
282,6.106226635438361e-14
283,6.106226635438361e-14
284,6.106226635438361e-14
285,6.106226635438361e-14
286,6.106226635438361e-14
287,6.106226635438361e-14
288,6.106226635438361e-14
289,6.106226635438361e-14
290,6.106226635438361e-14
291,1.2878587085651816e-14
292,1.2878587085651816e-14
293,1.2878587085651816e-14
294,1.2878587085651816e-14
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.0
302,0.0
303,0.0
304,0.0
305,0.0
306,0.0
307,0.0
308,0.0
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,0.0
315,0.0
316,0.0
317,0.0
318,0.0
319,0.0
320,0.0
321,0.0
322,0.0
323,0.0
