model,mean,std
GSO1(PSO+PSO),3.49442e+00,6.63553e-01
GSO3(GSO+WOA),4.44089e-16,0.00000e+00
GSO4(GSO+OMWOA),4.44089e-16,0.00000e+00
IGSO(GSO+MWOA),4.44089e-16,0.00000e+00
MWOA,4.44089e-16,0.00000e+00
