model,mean,std
GSO1(PSO+PSO),-2.09639e+04,6.58225e+01
GSO3(GSO+WOA),-2.10000e+04,0.00000e+00
GSO4(GSO+OMWOA),-2.10000e+04,0.00000e+00
IGSO(GSO+MWOA),-2.10000e+04,0.00000e+00
MWOA,-2.10000e+04,0.00000e+00
