model,mean,std
GSO1(PSO+PSO),1.26250e-03,1.40989e-03
GSO3(GSO+WOA),5.53225e-210,0.00000e+00
GSO4(GSO+OMWOA),1.60085e-311,0.00000e+00
IGSO(GSO+MWOA),0.00000e+00,0.00000e+00
MWOA,2.53994e-242,0.00000e+00
