model,mean,std
GSO1(PSO+PSO),7.64455e-01,3.35130e-01
GSO3(GSO+WOA),6.66722e-17,1.48768e-16
GSO4(GSO+OMWOA),4.32300e-48,1.78708e-47
IGSO(GSO+MWOA),5.86278e-227,0.00000e+00
MWOA,7.27790e-16,3.09740e-15
