model,mean,std
GSO1(PSO+PSO),2.69884e-02,5.15753e-02
GSO3(GSO+WOA),1.72130e-203,0.00000e+00
GSO4(GSO+OMWOA),1.30834e-306,0.00000e+00
IGSO(GSO+MWOA),0.00000e+00,0.00000e+00
MWOA,7.45960e-238,0.00000e+00
