model,mean,std
GSO1(PSO+PSO),3.53265e+01,3.45836e+01
GSO3(GSO+WOA),5.98258e-28,2.60773e-27
GSO4(GSO+OMWOA),7.11532e+18,1.34173e+19
IGSO(GSO+MWOA),0.00000e+00,0.00000e+00
MWOA,1.97343e-34,5.79701e-34
