model,mean,std
GSO1(PSO+PSO),3.19341e-01,1.61508e-01
GSO3(GSO+WOA),1.03934e-103,4.44292e-103
GSO4(GSO+OMWOA),5.81627e-155,1.77674e-154
IGSO(GSO+MWOA),0.00000e+00,0.00000e+00
MWOA,5.37101e-120,2.25101e-119
