model,mean,std
GSO1(PSO+PSO),-1.83885e+00,3.27778e-02
GSO3(GSO+WOA),-1.87304e+00,3.47775e-02
GSO4(GSO+OMWOA),-1.88160e+00,1.25202e-02
IGSO(GSO+MWOA),-1.43369e+00,1.91097e-01
MWOA,-1.88467e+00,1.49102e-02
