model,mean,std
GSO1(PSO+PSO),2.59765e-01,1.05823e-01
GSO3(GSO+WOA),9.92756e-05,1.27559e-04
GSO4(GSO+OMWOA),5.82695e-04,5.11140e-04
IGSO(GSO+MWOA),4.64944e-03,5.74091e-03
MWOA,8.53053e-05,1.12142e-04
