model,mean,std
GSO1(PSO+PSO),2.58067e+00,1.04327e+00
GSO3(GSO+WOA),1.04597e-15,4.45175e-15
GSO4(GSO+OMWOA),6.12197e-52,2.53436e-51
IGSO(GSO+MWOA),3.40844e-222,0.00000e+00
MWOA,3.17435e-16,1.30141e-15
