model,mean,std
GSO1(PSO+PSO),2.29710e-01,1.03808e-01
GSO3(GSO+WOA),2.18803e-29,8.14147e-29
GSO4(GSO+OMWOA),7.60805e-96,3.31627e-95
IGSO(GSO+MWOA),0.00000e+00,0.00000e+00
MWOA,3.55447e-30,1.47012e-29
