model,mean,std
GSO1(PSO+PSO),1.63600e-01,1.45991e-01
GSO3(GSO+WOA),8.30255e-208,0.00000e+00
GSO4(GSO+OMWOA),1.66529e-315,0.00000e+00
IGSO(GSO+MWOA),0.00000e+00,0.00000e+00
MWOA,2.02385e-239,0.00000e+00
