model,mean,std
GSO1(PSO+PSO),4.35777e+00,8.15229e-01
GSO3(GSO+WOA),4.44089e-16,0.00000e+00
GSO4(GSO+OMWOA),4.44089e-16,0.00000e+00
IGSO(GSO+MWOA),4.44089e-16,0.00000e+00
MWOA,4.44089e-16,0.00000e+00
