model,mean,std
GSO1(PSO+PSO),7.52935e-01,4.28997e-01
GSO3(GSO+WOA),3.98405e-206,0.00000e+00
GSO4(GSO+OMWOA),2.92069e-302,0.00000e+00
IGSO(GSO+MWOA),0.00000e+00,0.00000e+00
MWOA,6.90268e-241,0.00000e+00
