model,mean,std
GSO1(PSO+PSO),-4.50217e+04,1.28635e+03
GSO3(GSO+WOA),-4.65000e+04,0.00000e+00
GSO4(GSO+OMWOA),-4.65000e+04,0.00000e+00
IGSO(GSO+MWOA),-4.65000e+04,0.00000e+00
MWOA,-4.65000e+04,0.00000e+00
