model,mean,std
GSO1(PSO+PSO),2.14844e+00,6.14529e-01
GSO3(GSO+WOA),3.99217e-01,3.17521e-01
GSO4(GSO+OMWOA),4.80926e-01,2.50871e-01
IGSO(GSO+MWOA),3.83830e-01,2.76913e-01
MWOA,4.75699e-01,2.92086e-01
