"combination = [fitness_function_name, dimension, range0, range1, population_size, max_ep, function evaluation]",total_time,gBest_fitness
"['f1', 20, -100, 100, 100, 400, 40000]",3.95,3.229757081796556e-43
"['f1', 30, -100, 100, 100, 400, 40000]",9.53,7.883834333302413e-27
"['f1', 50, -1, 1, 150, 400, 60000]",15.85,0.0
"['f1', 50, -100, 100, 150, 400, 60000]",16.68,2.7862882861813424e-36
"['f1', 100, -100, 100, 200, 500, 100000]",39.81,4.8384041083121486e-36
