"combination = [fitness_function_name, dimension, range0, range1, m, n, l1, l2, max_ep, c1, c2, c3, c4, function evaluation]",gBest_fitness,total_time
"['f14', 20, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-2790.1497576624633,40.58958187
"['f14', 20, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-3150.239416972095,40.021102649
"['f14', 20, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-2620.3328077792844,43.49116458100001
"['f14', 20, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-3418.4704537674693,40.611256021
"['f14', 20, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-3126.915511716209,41.21820688400001
"['f14', 20, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-3189.537766940214,40.18351508700002
"['f14', 20, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-2875.2197033168195,40.430321789999994
"['f14', 20, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-2631.0091133293836,34.611438901999975
"['f14', 20, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-2466.036987436007,38.165514410000014
"['f14', 20, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-3283.1574317513014,38.631380819000015
"['f14', 20, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-2768.507260566404,31.674811696000006
"['f14', 20, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-2925.5926891956096,32.71705478299998
"['f14', 20, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-2925.923884244958,26.917928130999996
"['f14', 20, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-2445.0237503391363,15.00089247599999
"['f14', 20, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-2551.202798714422,14.754857883
"['f14', 20, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-3559.7304845492718,14.979416601000025
"['f14', 20, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-2764.0866458124674,14.992171590999988
"['f14', 20, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-2783.9224887319083,15.073383175000004
"['f14', 20, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-2463.351756001928,14.620974819000025
"['f14', 20, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-2360.0802212473654,14.67408250599999
"['f14', 30, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-3929.4900979901104,102.80653051699998
"['f14', 30, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-2987.435986300272,105.16749997100001
"['f14', 30, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-3503.241192168381,95.88416846400003
"['f14', 30, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-2948.8570550665354,104.377571467
"['f14', 30, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-3186.194849166642,99.18437583900004
"['f14', 30, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-3572.075609314282,96.80153675700001
"['f14', 30, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-3689.8251039130664,101.14639965399999
"['f14', 30, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-3680.059498762778,104.329536384
"['f14', 30, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-3465.0669655015217,99.5224870830001
"['f14', 30, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-3303.3280549054457,92.83203582900012
"['f14', 30, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-3524.394524682292,92.82316192199983
"['f14', 30, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-3295.7310066766986,73.44655944199985
"['f14', 30, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-3506.4113212393545,46.08567396400008
"['f14', 30, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-3598.7086127834377,37.95099639599994
"['f14', 30, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-3553.3389095159723,41.205581591000055
"['f14', 30, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-3571.8967439059984,38.38879856299991
"['f14', 30, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-3861.524090630775,37.05673030900016
"['f14', 30, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-5255.904399736252,30.2726017330001
"['f14', 30, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-3601.3202551988097,29.480410081999935
"['f14', 30, -500, 500, 20, 10, 10, 300, 5, 2.05, 2.05, 2.05, 2.05, 40000]",-3789.869514896757,29.947918683000125
"['f14', 50, -500, 500, 25, 8, 10, 400, 5, 2.05, 2.05, 2.05, 2.05, 60000]",-4530.81332324836,145.22373109100002
"['f14', 50, -500, 500, 25, 8, 10, 400, 5, 2.05, 2.05, 2.05, 2.05, 60000]",-4835.661812446711,146.35988896499998
"['f14', 50, -500, 500, 25, 8, 10, 400, 5, 2.05, 2.05, 2.05, 2.05, 60000]",-4513.397512294498,145.74602736300005
"['f14', 50, -500, 500, 25, 8, 10, 400, 5, 2.05, 2.05, 2.05, 2.05, 60000]",-4594.403187614978,153.38289646500004
"['f14', 50, -500, 500, 25, 8, 10, 400, 5, 2.05, 2.05, 2.05, 2.05, 60000]",-5137.240823862979,182.79817306000007
"['f14', 50, -500, 500, 25, 8, 10, 400, 5, 2.05, 2.05, 2.05, 2.05, 60000]",-5057.674857677763,173.95710330100007
"['f14', 50, -500, 500, 25, 8, 10, 400, 5, 2.05, 2.05, 2.05, 2.05, 60000]",-4786.220385553086,172.34465715700003
"['f14', 50, -500, 500, 25, 8, 10, 400, 5, 2.05, 2.05, 2.05, 2.05, 60000]",-5383.664283008697,174.80047306400002
"['f14', 50, -500, 500, 25, 8, 10, 400, 5, 2.05, 2.05, 2.05, 2.05, 60000]",-4490.5192123356655,171.90939339199986
"['f14', 50, -500, 500, 25, 8, 10, 400, 5, 2.05, 2.05, 2.05, 2.05, 60000]",-5408.952822438986,148.4822057639999
"['f14', 50, -500, 500, 25, 8, 10, 400, 5, 2.05, 2.05, 2.05, 2.05, 60000]",-4882.553060288306,129.107241745
"['f14', 50, -500, 500, 25, 8, 10, 400, 5, 2.05, 2.05, 2.05, 2.05, 60000]",-4787.711738852802,67.29854698500003
"['f14', 50, -500, 500, 25, 8, 10, 400, 5, 2.05, 2.05, 2.05, 2.05, 60000]",-5406.14098104459,68.0942912800001
"['f14', 50, -500, 500, 25, 8, 10, 400, 5, 2.05, 2.05, 2.05, 2.05, 60000]",-5204.861610044398,67.73119350600018
"['f14', 50, -500, 500, 25, 8, 10, 400, 5, 2.05, 2.05, 2.05, 2.05, 60000]",-4377.539726077777,68.00957743800018
"['f14', 50, -500, 500, 25, 8, 10, 400, 5, 2.05, 2.05, 2.05, 2.05, 60000]",-4235.83545323286,68.79882947099986
"['f14', 50, -500, 500, 25, 8, 10, 400, 5, 2.05, 2.05, 2.05, 2.05, 60000]",-6028.566186856586,70.71839372999966
"['f14', 50, -500, 500, 25, 8, 10, 400, 5, 2.05, 2.05, 2.05, 2.05, 60000]",-5504.303542838707,68.25470555999982
"['f14', 50, -500, 500, 25, 8, 10, 400, 5, 2.05, 2.05, 2.05, 2.05, 60000]",-4735.799908568303,68.35372840900027
"['f14', 50, -500, 500, 25, 8, 10, 400, 5, 2.05, 2.05, 2.05, 2.05, 60000]",-4821.9204675707815,70.03883133699992
